Latitude,Longitude,Pressure_psi
30.0285,-99.85499999999999,5.310584882051517e-7
30.038153061224488,-99.85499999999999,9.813336068992684e-7
30.04780612244898,-99.85499999999999,1.2724948536924532e-6
30.05745918367347,-99.85499999999999,1.1567656047140115e-6
30.06711224489796,-99.85499999999999,7.374616200844195e-7
30.07676530612245,-99.85499999999999,3.302415097470453e-7
30.08641836734694,-99.85499999999999,1.0414114053447808e-7
30.096071428571427,-99.85499999999999,2.31971612653228e-8
30.105724489795918,-99.85499999999999,3.6613171249795453e-9
30.11537755102041,-99.85499999999999,4.1068435520893443e-10
30.1250306122449,-99.85499999999999,3.282140690061839e-11
30.13468367346939,-99.85499999999999,1.872820171374085e-12
30.144336734693876,-99.85499999999999,7.642828363443307e-14
30.153989795918367,-99.85499999999999,2.4635064260198042e-15
30.163642857142857,-99.85499999999999,1.727019093657641e-14
30.173295918367348,-99.85499999999999,9.27032456721358e-13
30.18294897959184,-99.85499999999999,3.5899047547316375e-11
30.192602040816325,-99.85499999999999,9.997937884334085e-10
30.202255102040816,-99.85499999999999,2.0009020420036654e-8
30.211908163265306,-99.85499999999999,2.8735105284197176e-7
30.221561224489797,-99.85499999999999,2.9544300933890963e-6
30.231214285714287,-99.85499999999999,2.1671634466663672e-5
30.240867346938774,-99.85499999999999,0.00011285009634486148
30.250520408163265,-99.85499999999999,0.00041442610067951796
30.260173469387755,-99.85499999999999,0.0010649696908378856
30.269826530612246,-99.85499999999999,0.0018999272840511268
30.279479591836736,-99.85499999999999,0.0023386581262181886
30.289132653061223,-99.85499999999999,0.0019812182362608233
30.298785714285714,-99.85499999999999,0.0011574796972599099
30.308438775510204,-99.85499999999999,0.00046908212394146273
30.318091836734695,-99.85499999999999,0.00013290258863284422
30.327744897959185,-99.85499999999999,2.6533411322049573e-5
30.337397959183672,-99.85499999999999,3.758012086954871e-6
30.347051020408163,-99.85499999999999,3.795521965198293e-7
30.356704081632653,-99.85499999999999,2.7437004914625065e-8
30.366357142857144,-99.85499999999999,1.5067085389477762e-9
30.376010204081634,-99.85499999999999,4.1735892585307e-9
30.38566326530612,-99.85499999999999,1.4762260455492876e-7
30.39531632653061,-99.85499999999999,3.868629512382458e-6
30.404969387755102,-99.85499999999999,7.440669783848752e-5
30.414622448979593,-99.85499999999999,0.0010543731659441247
30.424275510204083,-99.85499999999999,0.011057182719192626
30.43392857142857,-99.85499999999999,0.08631347848551256
30.44358163265306,-99.85499999999999,0.5073224801830926
30.45323469387755,-99.85499999999999,2.3265888603736875
30.46288775510204,-99.85499999999999,9.120399287751425
30.472540816326532,-99.85499999999999,33.469997503865784
30.48219387755102,-99.85499999999999,60.865598577431825
30.49184693877551,-99.85499999999999,18.68466052761025
30.5015,-99.85499999999999,4.959114483633426
30.0285,-99.8527551020408,1.0327542560562662e-6
30.038153061224488,-99.8527551020408,1.9110301566410452e-6
30.04780612244898,-99.8527551020408,2.4794577979675275e-6
30.05745918367347,-99.8527551020408,2.2532778342139126e-6
30.06711224489796,-99.8527551020408,1.4348601515293003e-6
30.07676530612245,-99.8527551020408,6.413451225862206e-7
30.08641836734694,-99.8527551020408,2.01765299816063e-7
30.096071428571427,-99.8527551020408,4.482177480706382e-8
30.105724489795918,-99.8527551020408,7.054564104064672e-9
30.11537755102041,-99.8527551020408,7.891002185569236e-10
30.1250306122449,-99.8527551020408,6.289677442949556e-11
30.13468367346939,-99.8527551020408,3.580106317080994e-12
30.144336734693876,-99.8527551020408,1.4577186390526622e-13
30.153989795918367,-99.8527551020408,4.614161507889629e-15
30.163642857142857,-99.8527551020408,2.7305524916647313e-14
30.173295918367348,-99.8527551020408,1.4675442216628723e-12
30.18294897959184,-99.8527551020408,5.695165055835247e-11
30.192602040816325,-99.8527551020408,1.5901396229197859e-9
30.202255102040816,-99.8527551020408,3.1919455910836795e-8
30.211908163265306,-99.8527551020408,4.600198289353464e-7
30.221561224489797,-99.8527551020408,4.749129908547791e-6
30.231214285714287,-99.8527551020408,3.499732632947295e-5
30.240867346938774,-99.8527551020408,0.00018314875302372676
30.250520408163265,-99.8527551020408,0.0006759449906312578
30.260173469387755,-99.8527551020408,0.00174469042557904
30.269826530612246,-99.8527551020408,0.003122306879554572
30.279479591836736,-99.8527551020408,0.003847870853533638
30.289132653061223,-99.8527551020408,0.0032563766620012312
30.298785714285714,-99.8527551020408,0.001896699242247412
30.308438775510204,-99.8527551020408,0.0007652838878111134
30.318091836734695,-99.8527551020408,0.0002157337920770868
30.327744897959185,-99.8527551020408,4.2851890388781294e-5
30.337397959183672,-99.8527551020408,6.04047852169431e-6
30.347051020408163,-99.8527551020408,6.07495529375217e-7
30.356704081632653,-99.8527551020408,4.375246135806646e-8
30.366357142857144,-99.8527551020408,2.3477154551254113e-9
30.376010204081634,-99.8527551020408,4.30508509870453e-9
30.38566326530612,-99.8527551020408,1.5125724814053866e-7
30.39531632653061,-99.8527551020408,3.9650763175381166e-6
30.404969387755102,-99.8527551020408,7.629364195706906e-5
30.414622448979593,-99.8527551020408,0.0010817456847732137
30.424275510204083,-99.8527551020408,0.01135387536384074
30.43392857142857,-99.8527551020408,0.08874602511956614
30.44358163265306,-99.8527551020408,0.5228529410263583
30.45323469387755,-99.8527551020408,2.4113041230526595
30.46288775510204,-99.8527551020408,9.611964017768937
30.472540816326532,-99.8527551020408,37.68940030884443
30.48219387755102,-99.8527551020408,81.69982442493738
30.49184693877551,-99.8527551020408,20.145396816193106
30.5015,-99.8527551020408,5.174522513943884
30.0285,-99.85051020408163,1.982738438262823e-6
30.038153061224488,-99.85051020408163,3.674263591811463e-6
30.04780612244898,-99.85051020408163,4.770096707563708e-6
30.05745918367347,-99.85051020408163,4.33359043731033e-6
30.06711224489796,-99.85051020408163,2.75622675361544e-6
30.07676530612245,-99.85051020408163,1.2295382765827891e-6
30.08641836734694,-99.85051020408163,3.8583990834665697e-7
30.096071428571427,-99.85051020408163,8.547227606249495e-8
30.105724489795918,-99.85051020408163,1.3413283055482258e-8
30.11537755102041,-99.85051020408163,1.4960490065657684e-9
30.1250306122449,-99.85051020408163,1.189200886917096e-10
30.13468367346939,-99.85051020408163,6.751891880077956e-12
30.144336734693876,-99.85051020408163,2.7428646820304723e-13
30.153989795918367,-99.85051020408163,8.547447253761517e-15
30.163642857142857,-99.85051020408163,4.2588489477599325e-14
30.173295918367348,-99.85051020408163,2.2915361656654857e-12
30.18294897959184,-99.85051020408163,8.911927139859839e-11
30.192602040816325,-99.85051020408163,2.4946550863732464e-9
30.202255102040816,-99.85051020408163,5.022884299776098e-8
30.211908163265306,-99.85051020408163,7.265067425074365e-7
30.221561224489797,-99.85051020408163,7.531897967910749e-6
30.231214285714287,-99.85051020408163,5.577045688202586e-5
30.240867346938774,-99.85051020408163,0.0002933844493071583
30.250520408163265,-99.85051020408163,0.001088519957188917
30.260173469387755,-99.85051020408163,0.002822907672176538
30.269826530612246,-99.85051020408163,0.005068984599513804
30.279479591836736,-99.85051020408163,0.00625499192130615
30.289132653061223,-99.85051020408163,0.005287536197908929
30.298785714285714,-99.85051020408163,0.0030697052669386407
30.308438775510204,-99.85051020408163,0.001232750331951573
30.318091836734695,-99.85051020408163,0.0003456617262452302
30.327744897959185,-99.85051020408163,6.829491420779316e-5
30.337397959183672,-99.85051020408163,9.579614759542578e-6
30.347051020408163,-99.85051020408163,9.592376355090112e-7
30.356704081632653,-99.85051020408163,6.882567032669303e-8
30.366357142857144,-99.85051020408163,3.6334520999738825e-9
30.376010204081634,-99.85051020408163,4.395508929159864e-9
30.38566326530612,-99.85051020408163,1.528152567171674e-7
30.39531632653061,-99.85051020408163,4.006404832367174e-6
30.404969387755102,-99.85051020408163,7.710249318897457e-5
30.414622448979593,-99.85051020408163,0.0010934848434428057
30.424275510204083,-99.85051020408163,0.01148121092157159
30.43392857142857,-99.85051020408163,0.08979131307863772
30.44358163265306,-99.85051020408163,0.5295433195356608
30.45323469387755,-99.85051020408163,2.448057551751504
30.46288775510204,-99.85051020408163,9.830122734719573
30.472540816326532,-99.85051020408163,39.79707903119265
30.48219387755102,-99.85051020408163,101.27633522084535
30.49184693877551,-99.85051020408163,20.816445005071653
30.5015,-99.85051020408163,5.268825270418121
30.0285,-99.84826530612244,3.757998737677213e-6
30.038153061224488,-99.84826530612244,6.974883658618993e-6
30.04780612244898,-99.84826530612244,9.061098997483378e-6
30.05745918367347,-99.84826530612244,8.229199927647798e-6
