Distance_km,Pressure_psi,APINumber
0.5,64.55569080882275,17332098
0.8979591836734694,36.29917973215823,17332098
1.2959183673469388,21.427917511271094,17332098
1.6938775510204083,12.843238365201277,17332098
2.0918367346938775,7.730514254056066,17332098
2.489795918367347,4.639690341356741,17332098
2.8877551020408165,2.755931921575653,17332098
3.2857142857142856,1.607507094654878,17332098
3.683673469387755,0.9143101085645261,17332098
4.081632653061225,0.5043404776498769,17332098
4.479591836734694,0.2687834523612363,17332098
4.877551020408164,0.13806167915534112,17332098
5.275510204081633,0.0682461081186487,17332098
5.673469387755102,0.03243415311161469,17332098
6.071428571428571,0.014810589356813519,17332098
6.469387755102041,0.006495159937613564,17332098
6.86734693877551,0.002734644246953358,17332098
7.26530612244898,0.0011050338383309017,17332098
7.663265306122449,0.00042844867385161746,17332098
8.061224489795919,0.00015935448282130318,17332098
8.459183673469388,5.684235693435659e-5,17332098
8.857142857142858,1.944138953981065e-5,17332098
9.255102040816327,6.374407147140925e-6,17332098
9.653061224489797,2.003199434469112e-6,17332098
10.051020408163266,6.032537966543118e-7,17332098
10.448979591836734,1.7405726316891908e-7,17332098
10.846938775510203,4.810944649435603e-8,17332098
11.244897959183673,1.2736488737721068e-8,17332098
11.642857142857142,3.2291644745315898e-9,17332098
12.040816326530612,7.839643584052471e-10,17332098
12.438775510204081,1.822288461919053e-10,17332098
12.83673469387755,4.055137102689328e-11,17332098
13.23469387755102,8.63809925608101e-12,17332098
13.63265306122449,1.7612257575366168e-12,17332098
14.03061224489796,3.4368378997788346e-13,17332098
14.428571428571429,6.41824063438784e-14,17332098
14.826530612244898,1.1469754186607321e-14,17332098
15.224489795918368,1.9612994350297667e-15,17332098
15.622448979591837,3.2089130369735313e-16,17332098
16.020408163265305,5.023086960695414e-17,17332098
16.418367346938776,7.522432832978228e-18,17332098
16.816326530612244,1.0777016523860176e-18,17332098
17.214285714285715,1.4769662041580732e-19,17332098
17.612244897959183,1.9362205875650867e-20,17332098
18.010204081632654,2.4279127327856582e-21,17332098
18.408163265306122,2.9119779710871594e-22,17332098
18.806122448979593,3.3404402437131423e-23,17332098
19.20408163265306,3.664921876829057e-24,17332098
19.602040816326532,3.8455351600257118e-25,17332098
20.0,3.8589252953161e-26,17332098
0.5,124.38323875075919,21932098
0.8979591836734694,71.68024751482248,21932098
1.2959183673469388,43.27839768247402,21932098
1.6938775510204083,26.399148463436358,21932098
2.0918367346938775,16.052321005211738,21932098
2.489795918367347,9.6542787316796,21932098
2.8877551020408165,5.7065217897007585,21932098
3.2857142857142856,3.2963102417125656,21932098
3.683673469387755,1.851817429745512,21932098
4.081632653061225,1.0079655471459765,21932098
4.479591836734694,0.5301201078187353,21932098
4.877551020408164,0.2688684835014952,21932098
5.275510204081633,0.1313245859403643,21932098
5.673469387755102,0.061710118789429114,21932098
6.071428571428571,0.027876292644510844,21932098
6.469387755102041,0.012097905414369323,21932098
6.86734693877551,0.005041428123748706,21932098
7.26530612244898,0.0020163619161540783,21932098
7.663265306122449,0.0007737178869245223,21932098
8.061224489795919,0.0002847367592258411,21932098
8.459183673469388,0.0001004650892466201,21932098
8.857142857142858,3.397625968356846e-5,21932098
9.255102040816327,1.1010698667057764e-5,21932098
9.653061224489797,3.4184866584267505e-6,21932098
10.051020408163266,1.0165828100723993e-6,21932098
10.448979591836734,2.8950759937319735e-7,21932098
10.846938775510203,7.894259220287348e-8,21932098
11.244897959183673,2.0607698034623032e-8,21932098
11.642857142857142,5.149352665791708e-9,21932098
12.040816326530612,1.2314718536999862e-9,21932098
12.438775510204081,2.818340136790028e-10,21932098
12.83673469387755,6.171801877190026e-11,21932098
