shape,value
"POLYGON ((-99.80224489795918 30.110551020408167, -99.79999999999998 30.110551020408167, -99.79999999999998 30.12020408163265, -99.80224489795918 30.12020408163265, -99.80224489795918 30.110551020408167))",6.354937351340075e-5
"POLYGON ((-99.80224489795918 30.120204081632657, -99.79999999999998 30.120204081632657, -99.79999999999998 30.12985714285714, -99.80224489795918 30.12985714285714, -99.80224489795918 30.120204081632657))",4.659931941274142e-6
"POLYGON ((-99.80224489795918 30.129857142857148, -99.79999999999998 30.129857142857148, -99.79999999999998 30.13951020408163, -99.80224489795918 30.13951020408163, -99.80224489795918 30.129857142857148))",2.4693162956711035e-7
"POLYGON ((-99.80224489795918 30.13951020408163, -99.79999999999998 30.13951020408163, -99.79999999999998 30.14916326530612, -99.80224489795918 30.14916326530612, -99.80224489795918 30.13951020408163))",9.459228539805517e-9
"POLYGON ((-99.80224489795918 30.14916326530612, -99.79999999999998 30.14916326530612, -99.79999999999998 30.158816326530612, -99.80224489795918 30.158816326530612, -99.80224489795918 30.14916326530612))",2.6218248475549024e-10
"POLYGON ((-99.80224489795918 30.158816326530612, -99.79999999999998 30.158816326530612, -99.79999999999998 30.168469387755103, -99.80224489795918 30.168469387755103, -99.80224489795918 30.158816326530612))",2.7598284220643745e-11
"POLYGON ((-99.80224489795918 30.168469387755103, -99.79999999999998 30.168469387755103, -99.79999999999998 30.178122448979593, -99.80224489795918 30.178122448979593, -99.80224489795918 30.168469387755103))",1.2476635022106568e-9
"POLYGON ((-99.80224489795918 30.178122448979593, -99.79999999999998 30.178122448979593, -99.79999999999998 30.187775510204084, -99.80224489795918 30.187775510204084, -99.80224489795918 30.178122448979593))",5.05064688147882e-8
"POLYGON ((-99.80224489795918 30.187775510204084, -99.79999999999998 30.187775510204084, -99.79999999999998 30.197428571428567, -99.80224489795918 30.197428571428567, -99.80224489795918 30.187775510204084))",1.4867226660813454e-6
"POLYGON ((-99.80224489795918 30.197428571428574, -99.79999999999998 30.197428571428574, -99.79999999999998 30.207081632653058, -99.80224489795918 30.207081632653058, -99.80224489795918 30.197428571428574))",3.190387421699413e-5
"POLYGON ((-99.80224489795918 30.207081632653065, -99.79999999999998 30.207081632653065, -99.79999999999998 30.216734693877548, -99.80224489795918 30.216734693877548, -99.80224489795918 30.207081632653065))",0.0005006537258199511
"POLYGON ((-99.80224489795918 30.216734693877555, -99.79999999999998 30.216734693877555, -99.79999999999998 30.22638775510204, -99.80224489795918 30.22638775510204, -99.80224489795918 30.216734693877555))",0.0057662021391523275
"POLYGON ((-99.80224489795918 30.226387755102046, -99.79999999999998 30.226387755102046, -99.79999999999998 30.23604081632653, -99.80224489795918 30.23604081632653, -99.80224489795918 30.226387755102046))",0.0489373497941407
"POLYGON ((-99.80224489795918 30.23604081632653, -99.79999999999998 30.23604081632653, -99.79999999999998 30.24569387755102, -99.80224489795918 30.24569387755102, -99.80224489795918 30.23604081632653))",0.3072498139694191
"POLYGON ((-99.80224489795918 30.24569387755102, -99.79999999999998 30.24569387755102, -99.79999999999998 30.25534693877551, -99.80224489795918 30.25534693877551, -99.80224489795918 30.24569387755102))",1.4311987857872897
"POLYGON ((-99.80224489795918 30.25534693877551, -99.79999999999998 30.25534693877551, -99.79999999999998 30.265, -99.80224489795918 30.265, -99.80224489795918 30.25534693877551))",4.928592283686185
"POLYGON ((-99.80224489795918 30.265, -99.79999999999998 30.265, -99.79999999999998 30.27465306122449, -99.80224489795918 30.27465306122449, -99.80224489795918 30.265))",11.975932954362072
"POLYGON ((-99.80224489795918 30.27465306122449, -99.79999999999998 30.27465306122449, -99.79999999999998 30.28430612244898, -99.80224489795918 30.28430612244898, -99.80224489795918 30.27465306122449))",17.37133976090388
"POLYGON ((-99.80224489795918 30.28430612244898, -99.79999999999998 30.28430612244898, -99.79999999999998 30.293959183673465, -99.80224489795918 30.293959183673465, -99.80224489795918 30.28430612244898))",12.83605368889677
"POLYGON ((-99.80224489795918 30.293959183673472, -99.79999999999998 30.293959183673472, -99.79999999999998 30.303612244897955, -99.80224489795918 30.303612244897955, -99.80224489795918 30.293959183673472))",5.526930198903267
"POLYGON ((-99.80224489795918 30.303612244897963, -99.79999999999998 30.303612244897963, -99.79999999999998 30.313265306122446, -99.80224489795918 30.313265306122446, -99.80224489795918 30.303612244897963))",1.6604175815946465
"POLYGON ((-99.80224489795918 30.313265306122453, -99.79999999999998 30.313265306122453, -99.79999999999998 30.322918367346936, -99.80224489795918 30.322918367346936, -99.80224489795918 30.313265306122453))",0.36814052805783815
"POLYGON ((-99.80224489795918 30.322918367346944, -99.79999999999998 30.322918367346944, -99.79999999999998 30.332571428571427, -99.80224489795918 30.332571428571427, -99.80224489795918 30.322918367346944))",0.06056655530508537
"POLYGON ((-99.80224489795918 30.332571428571427, -99.79999999999998 30.332571428571427, -99.79999999999998 30.342224489795917, -99.80224489795918 30.342224489795917, -99.80224489795918 30.332571428571427))",0.0073742988101704356
"POLYGON ((-99.80224489795918 30.342224489795917, -99.79999999999998 30.342224489795917, -99.79999999999998 30.351877551020408, -99.80224489795918 30.351877551020408, -99.80224489795918 30.342224489795917))",0.0006619083943703553
"POLYGON ((-99.80224489795918 30.351877551020408, -99.79999999999998 30.351877551020408, -99.79999999999998 30.3615306122449, -99.80224489795918 30.3615306122449, -99.80224489795918 30.351877551020408))",4.362304516433482e-5
"POLYGON ((-99.80224489795918 30.3615306122449, -99.79999999999998 30.3615306122449, -99.79999999999998 30.37118367346939, -99.80224489795918 30.37118367346939, -99.80224489795918 30.3615306122449))",2.1031750372515997e-6
"POLYGON ((-99.80224489795918 30.37118367346939, -99.79999999999998 30.37118367346939, -99.79999999999998 30.38083673469388, -99.80224489795918 30.38083673469388, -99.80224489795918 30.37118367346939))",7.410149970160703e-8
"POLYGON ((-99.80224489795918 30.38083673469388, -99.79999999999998 30.38083673469388, -99.79999999999998 30.390489795918363, -99.80224489795918 30.390489795918363, -99.80224489795918 30.38083673469388))",7.4098584560987044e-9
"POLYGON ((-99.80224489795918 30.39048979591837, -99.79999999999998 30.39048979591837, -99.79999999999998 30.400142857142853, -99.80224489795918 30.400142857142853, -99.80224489795918 30.39048979591837))",1.3977457879424596e-7
"POLYGON ((-99.80224489795918 30.40014285714286, -99.79999999999998 30.40014285714286, -99.79999999999998 30.409795918367344, -99.80224489795918 30.409795918367344, -99.80224489795918 30.40014285714286))",2.5688396266372214e-6
"POLYGON ((-99.80224489795918 30.40979591836735, -99.79999999999998 30.40979591836735, -99.79999999999998 30.419448979591834, -99.80224489795918 30.419448979591834, -99.80224489795918 30.40979591836735))",3.4275708120564606e-5
"POLYGON ((-99.80224489795918 30.41944897959184, -99.79999999999998 30.41944897959184, -99.79999999999998 30.429102040816325, -99.80224489795918 30.429102040816325, -99.80224489795918 30.41944897959184))",0.000331428940303172
"POLYGON ((-99.80224489795918 30.429102040816325, -99.79999999999998 30.429102040816325, -99.79999999999998 30.438755102040815, -99.80224489795918 30.438755102040815, -99.80224489795918 30.429102040816325))",0.0023137577197414032
"POLYGON ((-99.80224489795918 30.438755102040815, -99.79999999999998 30.438755102040815, -99.79999999999998 30.448408163265306, -99.80224489795918 30.448408163265306, -99.80224489795918 30.438755102040815))",0.011578144838415117
"POLYGON ((-99.80224489795918 30.448408163265306, -99.79999999999998 30.448408163265306, -99.79999999999998 30.458061224489796, -99.80224489795918 30.458061224489796, -99.80224489795918 30.448408163265306))",0.041030824487739585
"POLYGON ((-99.80224489795918 30.458061224489796, -99.79999999999998 30.458061224489796, -99.79999999999998 30.467714285714287, -99.80224489795918 30.467714285714287, -99.80224489795918 30.458061224489796))",0.10114833387929385
"POLYGON ((-99.80224489795918 30.467714285714287, -99.79999999999998 30.467714285714287, -99.79999999999998 30.477367346938777, -99.80224489795918 30.477367346938777, -99.80224489795918 30.467714285714287))",0.16963672920958456
"POLYGON ((-99.80224489795918 30.477367346938777, -99.79999999999998 30.477367346938777, -99.79999999999998 30.48702040816326, -99.80224489795918 30.48702040816326, -99.80224489795918 30.477367346938777))",0.18982688174850298
"POLYGON ((-99.80224489795918 30.487020408163268, -99.79999999999998 30.487020408163268, -99.79999999999998 30.49667346938775, -99.80224489795918 30.49667346938775, -99.80224489795918 30.487020408163268))",0.1410003545583834
"POLYGON ((-99.80224489795918 30.49667346938776, -99.79999999999998 30.49667346938776, -99.79999999999998 30.50632653061224, -99.80224489795918 30.50632653061224, -99.80224489795918 30.49667346938776))",0.07042180293379507
"POLYGON ((-99.80000000000001 30.02367346938776, -99.79775510204081 30.02367346938776, -99.79775510204081 30.033326530612243, -99.80000000000001 30.033326530612243, -99.80000000000001 30.02367346938776))",0.19701717904706814
"POLYGON ((-99.80000000000001 30.033326530612243, -99.79775510204081 30.033326530612243, -99.79775510204081 30.042979591836733, -99.80000000000001 30.042979591836733, -99.80000000000001 30.033326530612243))",0.3996472005667843
"POLYGON ((-99.80000000000001 30.042979591836733, -99.79775510204081 30.042979591836733, -99.79775510204081 30.052632653061224, -99.80000000000001 30.052632653061224, -99.80000000000001 30.042979591836733))",0.5415412927926938
"POLYGON ((-99.80000000000001 30.052632653061224, -99.79775510204081 30.052632653061224, -99.79775510204081 30.062285714285714, -99.80000000000001 30.062285714285714, -99.80000000000001 30.052632653061224))",0.4832633145897988
"POLYGON ((-99.80000000000001 30.062285714285714, -99.79775510204081 30.062285714285714, -99.79775510204081 30.071938775510205, -99.80000000000001 30.071938775510205, -99.80000000000001 30.062285714285714))",0.2856221068875373
"POLYGON ((-99.80000000000001 30.071938775510205, -99.79775510204081 30.071938775510205, -99.79775510204081 30.081591836734695, -99.80000000000001 30.081591836734695, -99.80000000000001 30.071938775510205))",0.11423196434087705
"POLYGON ((-99.80000000000001 30.081591836734695, -99.79775510204081 30.081591836734695, -99.79775510204081 30.091244897959186, -99.80000000000001 30.091244897959186, -99.80000000000001 30.081591836734695))",0.03168564740882303
"POLYGON ((-99.80000000000001 30.091244897959186, -99.79775510204081 30.091244897959186, -99.79775510204081 30.10089795918367, -99.80000000000001 30.10089795918367, -99.80000000000001 30.091244897959186))",0.006213440334024329
"POLYGON ((-99.80000000000001 30.100897959183676, -99.79775510204081 30.100897959183676, -99.79775510204081 30.11055102040816, -99.80000000000001 30.11055102040816, -99.80000000000001 30.100897959183676))",0.0008718064477165748
"POLYGON ((-99.80000000000001 30.110551020408167, -99.79775510204081 30.110551020408167, -99.79775510204081 30.12020408163265, -99.80000000000001 30.12020408163265, -99.80000000000001 30.110551020408167))",8.80992561855206e-5
"POLYGON ((-99.80000000000001 30.120204081632657, -99.79775510204081 30.120204081632657, -99.79775510204081 30.12985714285714, -99.80000000000001 30.12985714285714, -99.80000000000001 30.120204081632657))",6.4319586971643185e-6
"POLYGON ((-99.80000000000001 30.129857142857148, -99.79775510204081 30.129857142857148, -99.79775510204081 30.13951020408163, -99.80000000000001 30.13951020408163, -99.80000000000001 30.129857142857148))",3.3965900849414485e-7
"POLYGON ((-99.80000000000001 30.13951020408163, -99.79775510204081 30.13951020408163, -99.79775510204081 30.14916326530612, -99.80000000000001 30.14916326530612, -99.80000000000001 30.13951020408163))",1.2975743839911265e-8
"POLYGON ((-99.80000000000001 30.14916326530612, -99.79775510204081 30.14916326530612, -99.79775510204081 30.158816326530612, -99.80000000000001 30.158816326530612, -99.80000000000001 30.14916326530612))",3.5879192527141864e-10
"POLYGON ((-99.80000000000001 30.158816326530612, -99.79775510204081 30.158816326530612, -99.79775510204081 30.168469387755103, -99.80000000000001 30.168469387755103, -99.80000000000001 30.158816326530612))",3.24902709289073e-11
"POLYGON ((-99.80000000000001 30.168469387755103, -99.79775510204081 30.168469387755103, -99.79775510204081 30.178122448979593, -99.80000000000001 30.178122448979593, -99.80000000000001 30.168469387755103))",1.4147358506758398e-9
"POLYGON ((-99.80000000000001 30.178122448979593, -99.79775510204081 30.178122448979593, -99.79775510204081 30.187775510204084, -99.80000000000001 30.187775510204084, -99.80000000000001 30.178122448979593))",5.7329092369885676e-8
"POLYGON ((-99.80000000000001 30.187775510204084, -99.79775510204081 30.187775510204084, -99.79775510204081 30.197428571428567, -99.80000000000001 30.197428571428567, -99.80000000000001 30.187775510204084))",1.6898832270024307e-6
"POLYGON ((-99.80000000000001 30.197428571428574, -99.79775510204081 30.197428571428574, -99.79775510204081 30.207081632653058, -99.80000000000001 30.207081632653058, -99.80000000000001 30.197428571428574))",3.6330846932050444e-5
"POLYGON ((-99.80000000000001 30.207081632653065, -99.79775510204081 30.207081632653065, -99.79775510204081 30.216734693877548, -99.80000000000001 30.216734693877548, -99.80000000000001 30.207081632653065))",0.0005715874082927028
"POLYGON ((-99.80000000000001 30.216734693877555, -99.79775510204081 30.216734693877555, -99.79775510204081 30.22638775510204, -99.80000000000001 30.22638775510204, -99.80000000000001 30.216734693877555))",0.006607292000452687
"POLYGON ((-99.80000000000001 30.226387755102046, -99.79775510204081 30.226387755102046, -99.79775510204081 30.23604081632653, -99.80000000000001 30.23604081632653, -99.80000000000001 30.226387755102046))",0.05638097284188503
"POLYGON ((-99.80000000000001 30.23604081632653, -99.79775510204081 30.23604081632653, -99.79775510204081 30.24569387755102, -99.80000000000001 30.24569387755102, -99.80000000000001 30.23604081632653))",0.35701197335129303
"POLYGON ((-99.80000000000001 30.24569387755102, -99.79775510204081 30.24569387755102, -99.79775510204081 30.25534693877551, -99.80000000000001 30.25534693877551, -99.80000000000001 30.24569387755102))",1.6873603030533202
"POLYGON ((-99.80000000000001 30.25534693877551, -99.79775510204081 30.25534693877551, -99.79775510204081 30.265, -99.80000000000001 30.265, -99.80000000000001 30.25534693877551))",5.969449634404788
"POLYGON ((-99.80000000000001 30.265, -99.79775510204081 30.265, -99.79775510204081 30.27465306122449, -99.80000000000001 30.27465306122449, -99.80000000000001 30.265))",15.166139863666004
"POLYGON ((-99.80000000000001 30.27465306122449, -99.79775510204081 30.27465306122449, -99.79775510204081 30.28430612244898, -99.80000000000001 30.28430612244898, -99.80000000000001 30.27465306122449))",22.74525600551623
"POLYGON ((-99.80000000000001 30.28430612244898, -99.79775510204081 30.28430612244898, -99.79775510204081 30.293959183673465, -99.80000000000001 30.293959183673465, -99.80000000000001 30.28430612244898))",16.34076744166276
"POLYGON ((-99.80000000000001 30.293959183673472, -99.79775510204081 30.293959183673472, -99.79775510204081 30.303612244897955, -99.80000000000001 30.303612244897955, -99.80000000000001 30.293959183673472))",6.720513615507745
"POLYGON ((-99.80000000000001 30.303612244897963, -99.79775510204081 30.303612244897963, -99.79775510204081 30.313265306122446, -99.80000000000001 30.313265306122446, -99.80000000000001 30.303612244897963))",1.9616587423831267
"POLYGON ((-99.80000000000001 30.313265306122453, -99.79775510204081 30.313265306122453, -99.79775510204081 30.322918367346936, -99.80000000000001 30.322918367346936, -99.80000000000001 30.313265306122453))",0.4282295109468435
"POLYGON ((-99.80000000000001 30.322918367346944, -99.79775510204081 30.322918367346944, -99.79775510204081 30.332571428571427, -99.80000000000001 30.332571428571427, -99.80000000000001 30.322918367346944))",0.06982096713823756
"POLYGON ((-99.80000000000001 30.332571428571427, -99.79775510204081 30.332571428571427, -99.79775510204081 30.342224489795917, -99.80000000000001 30.342224489795917, -99.80000000000001 30.332571428571427))",0.008452708038858362
"POLYGON ((-99.80000000000001 30.342224489795917, -99.79775510204081 30.342224489795917, -99.79775510204081 30.351877551020408, -99.80000000000001 30.351877551020408, -99.80000000000001 30.342224489795917))",0.0007558041676176126
"POLYGON ((-99.80000000000001 30.351877551020408, -99.79775510204081 30.351877551020408, -99.79775510204081 30.3615306122449, -99.80000000000001 30.3615306122449, -99.80000000000001 30.351877551020408))",4.9677874801932884e-5
"POLYGON ((-99.80000000000001 30.3615306122449, -99.79775510204081 30.3615306122449, -99.79775510204081 30.37118367346939, -99.80000000000001 30.37118367346939, -99.80000000000001 30.3615306122449))",2.3904500333385694e-6
"POLYGON ((-99.80000000000001 30.37118367346939, -99.79775510204081 30.37118367346939, -99.79775510204081 30.38083673469388, -99.80000000000001 30.38083673469388, -99.80000000000001 30.37118367346939))",8.403825652921448e-8
"POLYGON ((-99.80000000000001 30.38083673469388, -99.79775510204081 30.38083673469388, -99.79775510204081 30.390489795918363, -99.80000000000001 30.390489795918363, -99.80000000000001 30.38083673469388))",6.188866571028659e-9
"POLYGON ((-99.80000000000001 30.39048979591837, -99.79775510204081 30.39048979591837, -99.79775510204081 30.400142857142853, -99.80000000000001 30.400142857142853, -99.80000000000001 30.39048979591837))",1.0219170790535456e-7
"POLYGON ((-99.80000000000001 30.40014285714286, -99.79775510204081 30.40014285714286, -99.79775510204081 30.409795918367344, -99.80000000000001 30.409795918367344, -99.80000000000001 30.40014285714286))",1.8715832509267491e-6
"POLYGON ((-99.80000000000001 30.40979591836735, -99.79775510204081 30.40979591836735, -99.79775510204081 30.419448979591834, -99.80000000000001 30.419448979591834, -99.80000000000001 30.40979591836735))",2.4866902243066048e-5
"POLYGON ((-99.80000000000001 30.41944897959184, -99.79775510204081 30.41944897959184, -99.79775510204081 30.429102040816325, -99.80000000000001 30.429102040816325, -99.80000000000001 30.41944897959184))",0.00023917808158136346
"POLYGON ((-99.80000000000001 30.429102040816325, -99.79775510204081 30.429102040816325, -99.79775510204081 30.438755102040815, -99.80000000000001 30.438755102040815, -99.80000000000001 30.429102040816325))",0.0016588478834555242
"POLYGON ((-99.80000000000001 30.438755102040815, -99.79775510204081 30.438755102040815, -99.79775510204081 30.448408163265306, -99.80000000000001 30.448408163265306, -99.80000000000001 30.438755102040815))",0.008236383820474086
"POLYGON ((-99.80000000000001 30.448408163265306, -99.79775510204081 30.448408163265306, -99.79775510204081 30.458061224489796, -99.80000000000001 30.458061224489796, -99.80000000000001 30.448408163265306))",0.0289341581240812
"POLYGON ((-99.80000000000001 30.458061224489796, -99.79775510204081 30.458061224489796, -99.79775510204081 30.467714285714287, -99.80000000000001 30.467714285714287, -99.80000000000001 30.458061224489796))",0.07071658834046951
"POLYGON ((-99.80000000000001 30.467714285714287, -99.79775510204081 30.467714285714287, -99.79775510204081 30.477367346938777, -99.80000000000001 30.477367346938777, -99.80000000000001 30.467714285714287))",0.11785126948275579
"POLYGON ((-99.80000000000001 30.477367346938777, -99.79775510204081 30.477367346938777, -99.79775510204081 30.48702040816326, -99.80000000000001 30.48702040816326, -99.80000000000001 30.477367346938777))",0.13167610426134888
"POLYGON ((-99.80000000000001 30.487020408163268, -99.79775510204081 30.487020408163268, -99.79775510204081 30.49667346938775, -99.80000000000001 30.49667346938775, -99.80000000000001 30.487020408163268))",0.09820158600039235
"POLYGON ((-99.80000000000001 30.49667346938776, -99.79775510204081 30.49667346938776, -99.79775510204081 30.50632653061224, -99.80000000000001 30.50632653061224, -99.80000000000001 30.49667346938776))",0.04942804606802055
"POLYGON ((-99.79775510204081 30.02367346938776, -99.79551020408164 30.02367346938776, -99.79551020408164 30.033326530612243, -99.79775510204081 30.033326530612243, -99.79775510204081 30.02367346938776))",0.279762784305635
"POLYGON ((-99.79775510204081 30.033326530612243, -99.79551020408164 30.033326530612243, -99.79551020408164 30.042979591836733, -99.79775510204081 30.042979591836733, -99.79775510204081 30.033326530612243))",0.5729062541868981
"POLYGON ((-99.79775510204081 30.042979591836733, -99.79551020408164 30.042979591836733, -99.79551020408164 30.052632653061224, -99.79775510204081 30.052632653061224, -99.79775510204081 30.042979591836733))",0.7801666503250783
"POLYGON ((-99.79775510204081 30.052632653061224, -99.79551020408164 30.052632653061224, -99.79551020408164 30.062285714285714, -99.79775510204081 30.062285714285714, -99.79775510204081 30.052632653061224))",0.6948334080324806
"POLYGON ((-99.79775510204081 30.062285714285714, -99.79551020408164 30.062285714285714, -99.79551020408164 30.071938775510205, -99.79775510204081 30.071938775510205, -99.79775510204081 30.062285714285714))",0.40742738871086054
"POLYGON ((-99.79775510204081 30.071938775510205, -99.79551020408164 30.071938775510205, -99.79551020408164 30.081591836734695, -99.79775510204081 30.081591836734695, -99.79775510204081 30.071938775510205))",0.16123555136688716
"POLYGON ((-99.79775510204081 30.081591836734695, -99.79551020408164 30.081591836734695, -99.79551020408164 30.091244897959186, -99.79775510204081 30.091244897959186, -99.79775510204081 30.081591836734695))",0.04426163491765785
"POLYGON ((-99.79775510204081 30.091244897959186, -99.79551020408164 30.091244897959186, -99.79551020408164 30.10089795918367, -99.79775510204081 30.10089795918367, -99.79775510204081 30.091244897959186))",0.008602699112607267
"POLYGON ((-99.79775510204081 30.100897959183676, -99.79551020408164 30.100897959183676, -99.79551020408164 30.11055102040816, -99.79775510204081 30.11055102040816, -99.79775510204081 30.100897959183676))",0.001198441872852231
"POLYGON ((-99.79775510204081 30.110551020408167, -99.79551020408164 30.110551020408167, -99.79551020408164 30.12020408163265, -99.79775510204081 30.12020408163265, -99.79775510204081 30.110551020408167))",0.00012042988996408972
"POLYGON ((-99.79775510204081 30.120204081632657, -99.79551020408164 30.120204081632657, -99.79551020408164 30.12985714285714, -99.79775510204081 30.12985714285714, -99.79775510204081 30.120204081632657))",8.754013114464126e-6
"POLYGON ((-99.79775510204081 30.129857142857148, -99.79551020408164 30.129857142857148, -99.79551020408164 30.13951020408163, -99.79775510204081 30.13951020408163, -99.79775510204081 30.129857142857148))",4.6070323202090865e-7
"POLYGON ((-99.79775510204081 30.13951020408163, -99.79551020408164 30.13951020408163, -99.79551020408164 30.14916326530612, -99.79775510204081 30.14916326530612, -99.79775510204081 30.13951020408163))",1.7552420890277032e-8
"POLYGON ((-99.79775510204081 30.14916326530612, -99.79551020408164 30.14916326530612, -99.79551020408164 30.158816326530612, -99.79775510204081 30.158816326530612, -99.79775510204081 30.14916326530612))",4.842193178662463e-10
"POLYGON ((-99.79775510204081 30.158816326530612, -99.79551020408164 30.158816326530612, -99.79551020408164 30.168469387755103, -99.79775510204081 30.168469387755103, -99.79775510204081 30.158816326530612))",3.794660509929499e-11
"POLYGON ((-99.79775510204081 30.168469387755103, -99.79551020408164 30.168469387755103, -99.79551020408164 30.178122448979593, -99.79775510204081 30.178122448979593, -99.79775510204081 30.168469387755103))",1.5817576290836771e-9
"POLYGON ((-99.79775510204081 30.178122448979593, -99.79551020408164 30.178122448979593, -99.79551020408164 30.187775510204084, -99.79775510204081 30.187775510204084, -99.79775510204081 30.178122448979593))",6.415674418947295e-8
"POLYGON ((-99.79775510204081 30.187775510204084, -99.79551020408164 30.187775510204084, -99.79551020408164 30.197428571428567, -99.79775510204081 30.197428571428567, -99.79775510204081 30.187775510204084))",1.8934894858118426e-6
"POLYGON ((-99.79775510204081 30.197428571428574, -99.79551020408164 30.197428571428574, -99.79551020408164 30.207081632653058, -99.79775510204081 30.207081632653058, -99.79775510204081 30.197428571428574))",4.077641486275959e-5
"POLYGON ((-99.79775510204081 30.207081632653065, -99.79551020408164 30.207081632653065, -99.79551020408164 30.216734693877548, -99.79775510204081 30.216734693877548, -99.79775510204081 30.207081632653065))",0.0006430219175814277
"POLYGON ((-99.79775510204081 30.216734693877555, -99.79551020408164 30.216734693877555, -99.79551020408164 30.22638775510204, -99.79775510204081 30.22638775510204, -99.79775510204081 30.216734693877555))",0.007457898157248146
"POLYGON ((-99.79775510204081 30.226387755102046, -99.79551020408164 30.226387755102046, -99.79551020408164 30.23604081632653, -99.79775510204081 30.23604081632653, -99.79775510204081 30.226387755102046))",0.06395864920385236
"POLYGON ((-99.79775510204081 30.23604081632653, -99.79551020408164 30.23604081632653, -99.79551020408164 30.24569387755102, -99.79775510204081 30.24569387755102, -99.79775510204081 30.23604081632653))",0.40824181682909105
"POLYGON ((-99.79775510204081 30.24569387755102, -99.79551020408164 30.24569387755102, -99.79551020408164 30.25534693877551, -99.79775510204081 30.25534693877551, -99.79775510204081 30.24569387755102))",1.956879380811333
"POLYGON ((-99.79775510204081 30.25534693877551, -99.79551020408164 30.25534693877551, -99.79551020408164 30.265, -99.79775510204081 30.265, -99.79775510204081 30.25534693877551))",7.117159610516021
"POLYGON ((-99.79775510204081 30.265, -99.79551020408164 30.265, -99.79551020408164 30.27465306122449, -99.79775510204081 30.27465306122449, -99.79775510204081 30.265))",19.010238402311334
"POLYGON ((-99.79775510204081 30.27465306122449, -99.79551020408164 30.27465306122449, -99.79551020408164 30.28430612244898, -99.79775510204081 30.28430612244898, -99.79775510204081 30.27465306122449))",29.728556158690086
"POLYGON ((-99.79775510204081 30.28430612244898, -99.79551020408164 30.28430612244898, -99.79551020408164 30.293959183673465, -99.79775510204081 30.293959183673465, -99.79775510204081 30.28430612244898))",20.611888504811066
"POLYGON ((-99.79775510204081 30.293959183673472, -99.79551020408164 30.293959183673472, -99.79551020408164 30.303612244897955, -99.79775510204081 30.303612244897955, -99.79775510204081 30.293959183673472))",8.046375125887772
"POLYGON ((-99.79775510204081 30.303612244897963, -99.79551020408164 30.303612244897963, -99.79551020408164 30.313265306122446, -99.79775510204081 30.313265306122446, -99.79775510204081 30.303612244897963))",2.2796861665271866
"POLYGON ((-99.79775510204081 30.313265306122453, -99.79551020408164 30.313265306122453, -99.79551020408164 30.322918367346936, -99.79775510204081 30.322918367346936, -99.79775510204081 30.313265306122453))",0.49018735846329137
"POLYGON ((-99.79775510204081 30.322918367346944, -99.79551020408164 30.322918367346944, -99.79551020408164 30.332571428571427, -99.79775510204081 30.332571428571427, -99.79775510204081 30.322918367346944))",0.07924954520506419
"POLYGON ((-99.79775510204081 30.332571428571427, -99.79551020408164 30.332571428571427, -99.79551020408164 30.342224489795917, -99.79775510204081 30.342224489795917, -99.79775510204081 30.332571428571427))",0.009543777171867145
"POLYGON ((-99.79775510204081 30.342224489795917, -99.79551020408164 30.342224489795917, -99.79551020408164 30.351877551020408, -99.79775510204081 30.351877551020408, -99.79775510204081 30.342224489795917))",0.0008503822296187117
"POLYGON ((-99.79775510204081 30.351877551020408, -99.79551020408164 30.351877551020408, -99.79551020408164 30.3615306122449, -99.79775510204081 30.3615306122449, -99.79775510204081 30.351877551020408))",5.575854576322707e-5
"POLYGON ((-99.79775510204081 30.3615306122449, -99.79551020408164 30.3615306122449, -99.79551020408164 30.37118367346939, -99.79775510204081 30.37118367346939, -99.79775510204081 30.3615306122449))",2.6783475761180544e-6
"POLYGON ((-99.79775510204081 30.37118367346939, -99.79551020408164 30.37118367346939, -99.79551020408164 30.38083673469388, -99.79775510204081 30.38083673469388, -99.79775510204081 30.37118367346939))",9.399138849286549e-8
"POLYGON ((-99.79775510204081 30.38083673469388, -99.79551020408164 30.38083673469388, -99.79551020408164 30.390489795918363, -99.79775510204081 30.390489795918363, -99.79775510204081 30.38083673469388))",5.320910557477957e-9
"POLYGON ((-99.79775510204081 30.39048979591837, -99.79551020408164 30.39048979591837, -99.79551020408164 30.400142857142853, -99.79775510204081 30.400142857142853, -99.79775510204081 30.39048979591837))",7.369983045415646e-8
"POLYGON ((-99.79775510204081 30.40014285714286, -99.79551020408164 30.40014285714286, -99.79551020408164 30.409795918367344, -99.79775510204081 30.409795918367344, -99.79775510204081 30.40014285714286))",1.3449459747636042e-6
"POLYGON ((-99.79775510204081 30.40979591836735, -99.79551020408164 30.40979591836735, -99.79551020408164 30.419448979591834, -99.79775510204081 30.419448979591834, -99.79775510204081 30.40979591836735))",1.779446041544939e-5
"POLYGON ((-99.79775510204081 30.41944897959184, -99.79551020408164 30.41944897959184, -99.79551020408164 30.429102040816325, -99.79775510204081 30.429102040816325, -99.79775510204081 30.41944897959184))",0.00017025743262421395
"POLYGON ((-99.79775510204081 30.429102040816325, -99.79551020408164 30.429102040816325, -99.79551020408164 30.438755102040815, -99.79775510204081 30.438755102040815, -99.79775510204081 30.429102040816325))",0.0011733101522325613
"POLYGON ((-99.79775510204081 30.438755102040815, -99.79551020408164 30.438755102040815, -99.79551020408164 30.448408163265306, -99.79775510204081 30.448408163265306, -99.79775510204081 30.438755102040815))",0.0057819967863570335
