slip_pressure,probability,ID,det_slip_pressure
546.2051717928802,0.455,Fault1,589.89
546.5069637255921,0.456,Fault1,589.89
547.2459582321201,0.457,Fault1,589.89
547.6970828543571,0.458,Fault1,589.89
547.7278656545175,0.459,Fault1,589.89
548.1528285062541,0.46,Fault1,589.89
549.5406535124375,0.461,Fault1,589.89
551.0877126318417,0.462,Fault1,589.89
554.4324658088894,0.463,Fault1,589.89
554.5987146716932,0.464,Fault1,589.89
554.6120567236056,0.465,Fault1,589.89
554.7047259262778,0.466,Fault1,589.89
555.294873604918,0.467,Fault1,589.89
555.8960296625166,0.468,Fault1,589.89
556.1748657004902,0.469,Fault1,589.89
559.1995348666434,0.47,Fault1,589.89
560.1104222719088,0.471,Fault1,589.89
561.174556862646,0.472,Fault1,589.89
562.3215868264892,0.473,Fault1,589.89
562.8262975201155,0.474,Fault1,589.89
562.9197878068485,0.475,Fault1,589.89
564.129677954755,0.476,Fault1,589.89
564.4348991821278,0.477,Fault1,589.89
565.3384412868234,0.478,Fault1,589.89
566.6340410417838,0.479,Fault1,589.89
567.0049302473726,0.48,Fault1,589.89
567.0847480440588,0.481,Fault1,589.89
567.1346385631316,0.482,Fault1,589.89
568.0921300444444,0.483,Fault1,589.89
570.3446615217287,0.484,Fault1,589.89
570.4150747855092,0.485,Fault1,589.89
570.8554099708854,0.486,Fault1,589.89
573.341580748223,0.487,Fault1,589.89
573.3487398457195,0.488,Fault1,589.89
573.6102313572949,0.489,Fault1,589.89
573.7002939654958,0.49,Fault1,589.89
575.7881159577777,0.491,Fault1,589.89
576.44586121144,0.492,Fault1,589.89
576.512961262909,0.493,Fault1,589.89
577.3618330324791,0.494,Fault1,589.89
577.8037212981598,0.495,Fault1,589.89
578.6925701386958,0.496,Fault1,589.89
578.8897445288784,0.497,Fault1,589.89
580.0882487034415,0.498,Fault1,589.89
580.9632573205226,0.499,Fault1,589.89
583.906665371348,0.5,Fault1,589.89
584.6602026266038,0.501,Fault1,589.89
585.7538015453357,0.502,Fault1,589.89
587.3780377310741,0.503,Fault1,589.89
588.1283666350323,0.504,Fault1,589.89
590.6951486908646,0.505,Fault1,589.89
591.895861722682,0.506,Fault1,589.89
591.9085202510526,0.507,Fault1,589.89
592.2533360337566,0.508,Fault1,589.89
594.0905336105601,0.509,Fault1,589.89
595.2838442553129,0.51,Fault1,589.89
596.2025326825936,0.511,Fault1,589.89
597.6113760328074,0.512,Fault1,589.89
597.6452128527704,0.513,Fault1,589.89
597.7950659153063,0.514,Fault1,589.89
597.8063556662231,0.515,Fault1,589.89
598.0877051711182,0.516,Fault1,589.89
600.5499979333114,0.517,Fault1,589.89
601.1992164827691,0.518,Fault1,589.89
602.2919322095504,0.519,Fault1,589.89
602.581152019591,0.52,Fault1,589.89
602.956300088926,0.521,Fault1,589.89
603.3132411867989,0.522,Fault1,589.89
603.9982059037832,0.523,Fault1,589.89
604.5805664872829,0.524,Fault1,589.89
605.0785662816809,0.525,Fault1,589.89
606.291430276952,0.526,Fault1,589.89
607.5234981424387,0.527,Fault1,589.89
607.606047621648,0.528,Fault1,589.89
609.8256775196928,0.529,Fault1,589.89
611.4744608938763,0.53,Fault1,589.89
611.5762198324936,0.531,Fault1,589.89
611.9192725292769,0.532,Fault1,589.89
614.0177159457476,0.533,Fault1,589.89
615.2950066860586,0.534,Fault1,589.89
616.6669659058125,0.535,Fault1,589.89
617.7447040918366,0.536,Fault1,589.89
617.8217512063243,0.537,Fault1,589.89
618.2041501611612,0.538,Fault1,589.89
619.0249707566176,0.539,Fault1,589.89
620.7579161256004,0.54,Fault1,589.89
621.0865005693877,0.541,Fault1,589.89
622.585807560092,0.542,Fault1,589.89
622.6969830233122,0.543,Fault1,589.89
622.7223371563401,0.544,Fault1,589.89
622.9679542232236,0.545,Fault1,589.89
625.6255218453435,0.546,Fault1,589.89
626.0474804170444,0.547,Fault1,589.89
626.386406308694,0.548,Fault1,589.89
626.6825988667193,0.549,Fault1,589.89
629.0197601719527,0.55,Fault1,589.89
629.7082901703244,0.551,Fault1,589.89
630.2046471983895,0.552,Fault1,589.89
630.4575411720192,0.553,Fault1,589.89
632.1805759921065,0.554,Fault1,589.89
633.340467166033,0.555,Fault1,589.89
633.8875427248477,0.556,Fault1,589.89
634.7302274721338,0.557,Fault1,589.89
635.4035614360631,0.558,Fault1,589.89
637.3491305721731,0.559,Fault1,589.89
637.8269032631265,0.56,Fault1,589.89
638.393904915366,0.561,Fault1,589.89
641.0893107762445,0.562,Fault1,589.89
642.6752934191238,0.563,Fault1,589.89
643.315262468112,0.564,Fault1,589.89
645.2770033929488,0.565,Fault1,589.89
646.8776042446367,0.566,Fault1,589.89
647.0328921654634,0.567,Fault1,589.89
648.0193021022316,0.568,Fault1,589.89
648.5829342129227,0.569,Fault1,589.89
649.6722388137106,0.57,Fault1,589.89
650.4827076053872,0.571,Fault1,589.89
651.585444047513,0.572,Fault1,589.89
652.8138316367915,0.573,Fault1,589.89
654.5143111050801,0.574,Fault1,589.89
655.0781462906431,0.575,Fault1,589.89
655.6240783969753,0.576,Fault1,589.89
655.6593211987696,0.577,Fault1,589.89
656.1826440590548,0.578,Fault1,589.89
657.029631617603,0.579,Fault1,589.89
657.6259453142446,0.58,Fault1,589.89
659.4644730397712,0.581,Fault1,589.89
661.9345695956889,0.582,Fault1,589.89
662.6668734807969,0.583,Fault1,589.89
663.1206786120814,0.584,Fault1,589.89
663.2362025642481,0.585,Fault1,589.89
663.6273590908235,0.586,Fault1,589.89
664.9826571248166,0.587,Fault1,589.89
666.3737260948094,0.588,Fault1,589.89
666.8221876328143,0.589,Fault1,589.89
667.3545048811636,0.59,Fault1,589.89
669.1659707294124,0.591,Fault1,589.89
669.4572149873065,0.592,Fault1,589.89
671.4722251523203,0.593,Fault1,589.89
672.4594197529296,0.594,Fault1,589.89
672.5082280691988,0.595,Fault1,589.89
672.5631530900616,0.596,Fault1,589.89
672.6291297745279,0.597,Fault1,589.89
672.7973250056041,0.598,Fault1,589.89
673.1275211451157,0.599,Fault1,589.89
673.2029213139292,0.6,Fault1,589.89
673.2125550379059,0.601,Fault1,589.89
673.4742370483106,0.602,Fault1,589.89
673.6244091839172,0.603,Fault1,589.89
673.6470588591399,0.604,Fault1,589.89
677.0049473159263,0.605,Fault1,589.89
677.2852261901412,0.606,Fault1,589.89
679.7965231832694,0.607,Fault1,589.89
680.2217004767638,0.608,Fault1,589.89
681.7982824946758,0.609,Fault1,589.89
681.9319786976712,0.61,Fault1,589.89
682.0390071509079,0.611,Fault1,589.89
682.5500852261695,0.612,Fault1,589.89
682.9528740550691,0.613,Fault1,589.89
684.1508474470459,0.614,Fault1,589.89
684.4271631743334,0.615,Fault1,589.89
684.7709657673632,0.616,Fault1,589.89
686.0830330016905,0.617,Fault1,589.89
688.0755218434834,0.618,Fault1,589.89
689.1142811644268,0.619,Fault1,589.89
689.8808984983465,0.62,Fault1,589.89
694.2512104168561,0.621,Fault1,589.89
695.0627333014207,0.622,Fault1,589.89
695.8772592803999,0.623,Fault1,589.89
695.8862456652394,0.624,Fault1,589.89
697.558598176776,0.625,Fault1,589.89
698.7360510528679,0.626,Fault1,589.89
699.2657021649262,0.627,Fault1,589.89
699.5474376608969,0.628,Fault1,589.89
700.1891885566054,0.629,Fault1,589.89
700.5940475955362,0.63,Fault1,589.89
700.6562956912438,0.631,Fault1,589.89
701.0118528231491,0.632,Fault1,589.89
701.0559455591389,0.633,Fault1,589.89
701.4941168410352,0.634,Fault1,589.89
702.9685724130561,0.635,Fault1,589.89
703.7890104172222,0.636,Fault1,589.89
703.9037127929975,0.637,Fault1,589.89
704.0014380997352,0.638,Fault1,589.89
706.9412064323054,0.639,Fault1,589.89
708.5203308569858,0.64,Fault1,589.89
708.9865345968243,0.641,Fault1,589.89
710.3545175304187,0.642,Fault1,589.89
710.569859270328,0.643,Fault1,589.89
712.082652912141,0.644,Fault1,589.89
712.2119111336533,0.645,Fault1,589.89
712.6936707655682,0.646,Fault1,589.89
714.004462562101,0.647,Fault1,589.89
715.409802264044,0.648,Fault1,589.89
715.5238847168523,0.649,Fault1,589.89
715.6042209612633,0.65,Fault1,589.89
719.0759203188194,0.651,Fault1,589.89
719.7213872787246,0.652,Fault1,589.89
720.3215303465352,0.653,Fault1,589.89
720.745847264043,0.654,Fault1,589.89
720.912256329705,0.655,Fault1,589.89
721.4738240166239,0.656,Fault1,589.89
721.5388792743385,0.657,Fault1,589.89
724.7114090588474,0.658,Fault1,589.89
725.1384715761322,0.659,Fault1,589.89
725.2885487318079,0.66,Fault1,589.89
727.788807632651,0.661,Fault1,589.89
728.7623147955826,0.662,Fault1,589.89
730.0246978518803,0.663,Fault1,589.89
734.0424166398604,0.664,Fault1,589.89
734.564406519254,0.665,Fault1,589.89
734.6155591314607,0.666,Fault1,589.89
734.6170653162619,0.667,Fault1,589.89
734.9231379421366,0.668,Fault1,589.89
